Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2014-06-12,20.27075958251953,20.67270482886137,20.185099339952963,20.655133067377097,218996000
2014-06-13,20.04892349243164,20.30370904220803,19.961066348517864,20.25099375041838,218100000
2014-06-16,20.250993728637695,20.371797510856165,20.086262212377402,20.09944187317846,142244000
2014-06-17,20.224626541137695,20.360803446579688,20.163127077294895,20.275143239693687,118904000
2014-06-18,20.246599197387695,20.27075995093383,20.064295939079734,20.266366172615204,134056000
2014-06-19,20.17631721496582,20.272960245383693,20.06210241979275,20.27076335585536,142112000
2014-06-20,19.96765899658203,20.327871814181457,19.965462106939064,20.174121378154116,403592000
2014-06-23,19.950084686279297,20.123602079753798,19.89956628534952,20.05770880475593,174776000
2014-06-24,19.82927894592285,20.149956056005394,19.809511970820125,19.932510951198243,156144000
2014-06-25,19.846851348876953,19.921528824880696,19.69090572922018,19.813904713572455,147476000
2014-06-26,19.965469360351562,19.998416014022283,19.72386335966029,19.849059303019903,130516000
2014-06-27,20.20267677307129,20.20706887680768,19.936908414283096,19.947891187227885,256116000
2014-06-30,20.411334991455078,20.587049295016804,20.226834805141685,20.22903169476355,197929200
2014-07-01,20.540922164916992,20.66172595322061,20.4552619062056,20.540922164916992,152892000
2014-07-02,20.532129287719727,20.659520339356128,20.446467389446862,20.61778951025757,113860000
2014-07-03,20.652936935424805,20.668311808353355,20.47063367374664,20.57386568158212,91567200
2014-07-07,21.07904815673828,21.083440260487457,20.668316913151177,20.67710279638541,225872000
2014-07-08,20.942869186401367,21.261351165164804,20.628780987061344,21.144939470746255,260888000
2014-07-09,20.95165252685547,21.074651524010477,20.813278655056084,20.962635298345305,145744000
2014-07-10,20.87478256225586,20.986800487314166,20.540925676990003,20.593640980391566,158744000
2014-07-11,20.914316177368164,21.06147594804598,20.835244905656175,20.9450659301744,136072000
2014-07-14,21.18446922302246,21.281112234665347,21.008756636813583,21.05488125353349,171240000
2014-07-15,20.936279296875,21.272331351740632,20.872582903848684,21.261350255123826,181911600
2014-07-16,20.817668914794922,21.327238298117447,20.80888303352818,21.298685440802164,213585200
2014-07-17,20.44646644592285,20.927482808542216,20.332253379721212,20.872572326078267,229192000
2014-07-18,20.740798950195312,20.80888744979359,20.431102853824054,20.56288942505872,199952000
2014-07-21,20.633174896240234,20.865994935069743,20.584853376693914,20.86379804534422,156316000
2014-07-22,20.804492950439453,20.84183169264628,20.6727080701158,20.795707068319786,220788000
2014-07-23,21.34701156616211,21.49856344251365,20.903333682792187,20.95824419578202,371672000
2014-07-24,21.311864852905273,21.37556123955571,21.1778830871467,21.314061742303046,182916000
2014-07-25,21.45243263244629,21.489771368345828,21.226201652220944,21.27232626875603,173876000
2014-07-28,21.748950958251953,21.797272468270535,21.42607861316837,21.48538121817765,221272000
2014-07-29,21.60837745666504,21.841199095692662,21.57982460244052,21.81703834375833,172572000
2014-07-30,21.557861328125,21.67866341535966,21.452432437193394,21.62155770535144,132040000
2014-07-31,20.997774124145508,21.404111474664653,20.93847152356105,21.340416771558733,227372000
2014-08-01,21.114192962646484,21.22181879049446,20.82426547837037,20.844034137342167,194044000
2014-08-04,20.995573043823242,21.213019779274923,20.903323827668938,21.16689517119777,159832000
2014-08-05,20.892349243164062,21.01534823634776,20.725420841175048,20.945062857994845,223732000
2014-08-06,20.85719871520996,20.971413464030967,20.80228822943622,20.81107410824822,154232000
2014-08-07,20.854997634887695,21.17947595602221,20.7711174417175,20.954327492612652,186844000
2014-08-08,20.912389755249023,20.930048922547666,20.590117530367806,20.806438119598948,167460000
2014-08-11,21.188312530517578,21.20817951906081,20.93446741870212,21.029383358456727,146340000
2014-08-12,21.183897018432617,21.38476460204222,21.104432438259046,21.199348371017972,135180000
2014-08-13,21.464223861694336,21.464223861694336,21.199343116154775,21.223624047637486,127664000
2014-08-14,21.521617889404297,21.537069240013338,21.36710438331386,21.48409342136389,112464000
2014-08-15,21.62757682800293,21.673930891869386,21.380353469977162,21.609917655842946,195804000
2014-08-18,21.88803482055664,21.934388865569435,21.62756803138664,21.740141418958864,190288000
2014-08-19,22.190444946289062,22.22355546695248,21.92335633199396,21.943223318020426,277596000
2014-08-20,22.19927406311035,22.314055290378494,22.062418033150912,22.170579177311065,210796000
2014-08-21,22.20148277282715,22.280947350311973,22.09773725866246,22.19927495565505,133912000
2014-08-22,22.364818572998047,22.39792908348027,22.115389204296914,22.137462316594892,176736000
2014-08-25,22.413387298583984,22.552449464337244,22.355995841766482,22.468570938273995,161080000
2014-08-26,22.26990509033203,22.40455327924824,22.263283324331347,22.386894113865953,132608000
2014-08-27,22.543617248535156,22.640740981955716,22.227966798989176,22.298601782184807,209476000
2014-08-28,22.570106506347656,22.68709554201479,22.417799136252995,22.424420902940437,273840000
2014-08-29,22.625286102294922,22.713580238532625,22.559065079099,22.704750656501798,178380000
2014-09-02,22.8018856048584,22.89900768688966,22.67385912846332,22.748908086581633,214256000
2014-09-03,21.839481353759766,22.779809515306557,21.760016764886615,22.75773639263542,501684000
2014-09-04,21.658472061157227,22.09331765801492,21.585629264194733,21.81960732030009,342872000
2014-09-05,21.846099853515625,21.938807965306108,21.70041423435539,21.80857538218201,233828000
2014-09-08,21.71144676208496,21.921143875117846,21.64301960218236,21.918937742525987,185426800
2014-09-09,21.629772186279297,22.75331161519832,21.221413716919656,21.870373655903737,759385200
2014-09-10,22.294185638427734,22.318466569393262,21.579006293447666,21.634189921265556,403478400
2014-09-11,22.38910484313965,22.391312660117322,21.989575857797483,22.16395634947353,249412400
2014-09-12,22.43988037109375,22.556869440303082,22.311853898193537,22.34054879008992,250504400
2014-09-15,22.433252334594727,22.74669668421242,22.39131391409576,22.693719178206855,245266000
2014-09-16,22.263290405273438,22.35158457619654,21.828443002835932,22.02931228378777,267632400
2014-09-17,22.42221450805664,22.470776375291532,22.203686105499624,22.35378565692072,243706000
2014-09-18,22.468568801879883,22.59217960412941,22.417799117201184,22.499471502442265,149197600
2014-09-19,22.285356521606445,22.592177363960186,22.18381884638808,22.578933831909744,283609600
2014-09-22,22.307432174682617,22.54582588314097,22.201480538081725,22.470776947554583,211153600
2014-09-23,22.65618896484375,22.722409988529186,22.192646851257482,22.205890382366334,253608800
2014-09-24,22.459741592407227,22.70254927280823,22.338336910171197,22.550243570814274,240687200
2014-09-25,21.603290557861328,22.230175858248796,21.570180039247415,22.186029622810864,400368000
2014-09-26,22.238998413085938,22.238998413085938,21.720272732324318,21.74896760788231,249482000
2014-09-29,22.09773826599121,22.17058107935136,21.771050356542478,21.775465991087962,199065200
2014-09-30,22.238998413085938,22.41337885087005,22.190436559010568,22.25224194271726,221056400
2014-10-01,21.8924503326416,22.22575993808514,21.78649701928371,22.20368513825211,205965200
2014-10-02,22.051376342773438,22.122011313667944,21.64081004817708,21.912312533399174,191031200
2014-10-03,21.989572525024414,22.119805077763324,21.86154610485789,21.949840245802758,173878400
2014-10-06,21.989572525024414,22.216928801209743,21.945424612516646,22.06241363353856,148204800
2014-10-07,21.797534942626953,22.099941856450922,21.793120992996826,21.9476344911137,168376800
2014-10-08,22.25004768371582,22.31847486875276,21.700417333732926,21.799748911185024,229618800
2014-10-09,22.298599243164062,22.59879830858117,22.208098970657637,22.413382130331534,309506000
2014-10-10,22.234588623046875,22.521542484506288,22.13967271343959,22.225759040284487,265326400
2014-10-13,22.031517028808594,22.466364403844498,22.031517028808594,22.367034520359734,214333600
2014-10-14,21.797534942626953,22.18823432162009,21.757802659672496,22.159539438847194,254754400
2014-10-15,21.530452728271484,21.885835563091046,21.009518946203237,21.625368672056922,403734400
2014-10-16,21.247905731201172,21.570177933840558,21.06028172279704,21.09118442140145,288618000
2014-10-17,21.559139251708984,21.85271655505998,21.36930743781816,21.521614789074224,272718800
2014-10-20,22.020477294921875,22.06462352751524,21.680545914926316,21.702619031222998,310069200
2014-10-21,22.618661880493164,22.74006483107438,22.353779500545215,22.74006483107438,378495600
2014-10-22,22.73344612121582,22.980669372241767,22.647359799283787,22.700335608764128,273052400
2014-10-23,23.139604568481445,23.188166441635445,22.874722083297176,22.974053646767924,284298800
2014-10-24,23.22568702697754,23.285284607831407,23.07337966558208,23.216857443874968,188215600
2014-10-27,23.20140838623047,23.28308077494351,23.1109064135427,23.144016932430198,136750800
2014-10-28,23.561193466186523,23.561193466186523,23.254372731758682,23.265410127298722,192243600
2014-10-29,23.693641662597656,23.70026511256385,23.47732278434751,23.541335994788664,210751600
2014-10-30,23.61418342590332,23.69585413341679,23.375789702417013,23.609767791725236,162619200
2014-10-31,23.83932876586914,23.848158348982032,23.664948288548825,23.841536582665057,178557200
2014-11-03,24.148365020751953,24.347026492991663,23.841544068542802,23.887898131386848,209130400
2014-11-04,23.97176742553711,24.16822100451765,23.777521663194175,24.1395261245114,166297600
2014-11-05,24.029157638549805,24.126281356780723,23.8680207136731,24.08213344664368,149743600
2014-11-06,24.097881317138672,24.117834444853496,23.898360188228644,24.075712490745673,139874000
2014-11-07,24.166610717773438,24.23533459792375,24.064632747063097,24.10897040689427,134766000
2014-11-10,24.126708984375,24.23755483836032,24.091237499240414,24.16882925875544,108782000
2014-11-11,24.31956672668457,24.330651982724603,24.031368674742374,24.097875136864758,109769200
2014-11-12,24.663196563720703,24.703101129186592,24.24641686214495,24.248632560901374,187769600
2014-11-13,25.01125717163086,25.150922331755662,24.74079303084688,24.785132385042118,238091600
2014-11-14,25.312753677368164,25.314971067541336,24.654329179906213,25.084411539352338,176254400
2014-11-17,25.27063751220703,26.000003440000825,25.117671382665648,25.33271092029612,186986800
2014-11-18,25.59873390197754,25.647506333322067,25.248460705387718,25.25954596391983,176896000
2014-11-19,25.4213809967041,25.65859099358932,25.228510344463302,25.592084513682273,167476800
2014-11-20,25.78495979309082,25.90689089852746,25.461290130282066,25.47459278174911,173582000
2014-11-21,25.8204288482666,26.064289344845673,25.722883973085697,26.050988386002167,228717200
2014-11-24,26.29928207397461,26.330318772312243,25.85368303725294,25.904671173933387,189803200
2014-11-25,26.070941925048828,26.54757938803562,26.03768783388727,26.396828973960105,275361600
2014-11-26,26.381311416625977,26.403480247608968,26.121932542240863,26.146318763734172,163073200
2014-11-28,26.36579704284668,26.469992424694414,26.170708932846306,26.441171417833083,99257600
2014-12-01,25.510055541992188,26.43672661380392,24.667626679845924,26.339181756337563,335256000
2014-12-02,25.412517547607422,25.66081284668138,24.995737783700438,25.162006549445675,237395600
2014-12-03,25.700716018676758,25.793826116494518,25.518928912348787,25.660811449415824,172253600
2014-12-04,25.603172302246094,25.982264881744456,25.558834641665232,25.665245703608633,168178000
2014-12-05,25.494544982910156,25.733972419983626,25.414735837219,25.71401928787413,153275600
2014-12-08,24.91814422607422,25.41695048717341,24.745224992846218,25.295019391244317,230659600
2014-12-09,25.299457550048828,25.339362123920097,24.2419871881469,24.428209096670646,240832000
2014-12-10,24.818382263183594,25.46128845697611,24.727489556227916,25.363745270410657,178261200
2014-12-11,24.745222091674805,25.22850994675547,24.683147010151185,24.88710460955417,165606800
2014-12-12,24.32622528076172,24.80064527220147,24.292971195285038,24.48805923664291,224112400
2014-12-15,23.993694305419922,24.740794279037125,23.576912811824872,24.541271403526036,268872400
2014-12-16,23.66558837890625,24.421557868723987,23.55695992222697,23.5813461439226,243162800
2014-12-17,24.255279541015625,24.35060530833644,23.68109739919931,23.747605557868383,213647200
2014-12-18,24.97356414794922,24.97356414794922,24.532398247976165,24.80064493546596,236024800
2014-12-19,24.780691146850586,25.104360736957098,24.754089232638503,24.887103877817854,353719200
2014-12-22,25.037860870361328,25.159790289227878,24.822819653050875,24.864941616838035,180670000
2014-12-23,24.949180603027344,25.12431722429717,24.93144486359853,25.102148395697753,104113600
2014-12-24,24.83168601989746,24.986869522282326,24.83168601989746,24.9580502122318,57918400
2014-12-26,25.27063751220703,25.388133847714734,24.831688874220774,24.851640316232185,134884000
2014-12-29,25.25289535522461,25.443548608285294,25.20633862272802,25.226291749708412,110395600
2014-12-30,24.944747924804688,25.25511662547371,24.85385521247477,25.193043223614577,119526000
2014-12-31,24.470325469970703,25.079977551116553,24.43263829270216,25.011253675935894,165613600
2015-01-02,24.237545013427734,24.705314462940628,23.79859486537437,24.694229205486213,212818400
2015-01-05,23.554744720458984,24.086805174772298,23.368524491704783,24.006996022056626,257142000
2015-01-06,23.556957244873047,23.81633609193056,23.19559874156603,23.619030641634858,263188400
2015-01-07,23.887279510498047,23.98704009408535,23.654502560296518,23.765348404892794,160423600
2015-01-08,24.80508041381836,24.862720720656704,24.097883456887466,24.215381460812253,237458000
2015-01-09,24.83168601989746,25.106583234710648,24.432640311803063,24.97800165194986,214798000
2015-01-12,24.219812393188477,24.969129549868345,24.120051828758882,24.962479071089444,198603200
2015-01-13,24.434850692749023,25.00681547981708,24.144435211007117,24.703097350705864,268367600
2015-01-14,24.34174156188965,24.494707635898926,24.05354176739019,24.17325545011891,195826400
2015-01-15,23.68110466003418,24.39938521357673,23.645634871541997,24.38608425431382,240056000
2015-01-16,23.497100830078125,23.84959148289938,23.321964198866386,23.727660381621178,314053200
2015-01-20,24.102319717407227,24.157742637400762,23.610163917244932,23.907229956551088,199599600
2015-01-21,24.286325454711914,24.62107869073436,24.00255866913812,24.153309086853763,194303600
2015-01-22,24.91814422607422,24.933662575431267,24.324010478532255,24.443724184160846,215185600
2015-01-23,25.04672622680664,25.217428072632536,24.725272282705173,24.895975819904326,185859200
2015-01-26,25.073333740234375,25.352665787107423,25.006827237608928,25.21521630881702,222460000
2015-01-27,24.19542121887207,24.93587204636981,24.171035007431048,24.922569400164814,382274800
2015-01-28,25.563264846801758,26.186219563325192,25.563264846801758,26.077589431824446,585908400
2015-01-29,26.359142303466797,26.423433096590607,25.618691178673068,25.787177336812245,337745600
2015-01-30,25.973400115966797,26.603003725613746,25.9046745395417,26.248297347546913,334982000
2015-02-02,26.29928207397461,26.41899577815114,25.73396933307641,26.17070219145008,250956400
2015-02-03,26.303720474243164,26.401263671853233,26.073160903883434,26.270466381055748,207662800
2015-02-04,26.50545883178711,26.7160669593945,26.228344209703778,26.27046617349994,280598800
2015-02-05,26.694637298583984,26.75918181333036,26.541065808392663,26.712441335234317,168984800
2015-02-06,26.469844818115234,26.763632651229667,26.363012106960742,26.71244158799873,174826400
2015-02-09,26.645673751831055,26.672380657208517,26.358562632684485,26.385271236110356,155559200
2015-02-10,27.157577514648438,27.1865122612424,26.743605174485186,26.74582961803202,248034000
2015-02-11,27.794116973876953,27.80301984182764,27.26440906617443,27.324501302281014,294247200
2015-02-12,28.145780563354492,28.37279951507212,27.947696365158098,28.0567535567603,297898000
2015-02-13,28.28376579284668,28.328278436550338,27.96549546602483,28.328278436550338,217088800
2015-02-17,28.45069122314453,28.684386851565183,28.248154785440164,28.37501768994175,252609600
2015-02-18,28.648778915405273,28.662132370775968,28.36611832436807,28.406180388528906,179566800
2015-02-19,28.58867835998535,28.71776739221714,28.56197145541902,28.595355086126933,149449600
2015-02-20,28.822378158569336,28.822378158569336,28.499657229063484,28.62651844031598,195793600
2015-02-23,29.601354598999023,29.601354598999023,28.857983050448208,28.9381071536277,283896400
2015-02-24,29.416624069213867,29.734896040236197,29.194057492254306,29.588001284379736,276912400
2015-02-25,28.664356231689453,29.289771346310374,28.521913717136407,29.280866778846,298846800
2015-02-26,29.027143478393555,29.127297796480146,28.179165044577232,28.664358734733383,365150000
2015-02-27,28.59090805053711,29.060523730781554,28.54194312493081,28.933659133684255,248059200
2015-03-02,28.73111915588379,28.99597393092262,28.555293050994763,28.76673062394371,192386800
2015-03-03,28.79121971130371,28.8268311875612,28.508559137168003,28.702194416757287,151265200
2015-03-04,28.608715057373047,28.835733986206975,28.559753519876992,28.73335523130956,126665200
2015-03-05,28.134645462036133,28.65545050468917,27.989976828616363,28.617614589224313,226068400
2015-03-06,28.176929473876953,28.7934381705221,28.101257649630615,28.57754831021603,291368400
2015-03-09,28.297117233276367,28.83795583428651,27.834178300278573,28.479621776355522,354114000
2015-03-10,27.71176528930664,28.314920515992558,27.553743221625673,28.13464212997099,275426400
2015-03-11,27.2065372467041,27.769630401366676,27.177604203683053,27.76517981707428,275756000
2015-03-12,27.698413848876953,27.79856984189361,27.070776078556776,27.2221214408066,193450800
2015-03-13,27.507007598876953,27.90985433352595,27.282216536512934,27.687287714754685,207309200
2015-03-16,27.80970001220703,27.80970001220703,27.346762707780687,27.57155378369179,143497200
2015-03-17,28.27486228942871,28.33718066843354,27.965494837905844,28.021136490309935,204092400
2015-03-18,28.593130111694336,28.746701602291754,28.125740611932834,28.265956952446786,261083600
2015-03-19,28.377243041992188,28.766734613156785,28.354986720392482,28.655451307109757,183238000
2015-03-20,28.021127700805664,28.57754235226519,27.85642893680488,28.544158729733095,274780400
2015-03-23,28.312698364257812,28.455140859366967,28.15912685938606,28.292668184343317,150838800
2015-03-24,28.196971893310547,28.49743485938071,28.168037139533485,28.317158098567973,131369200
2015-03-25,27.46027183532715,28.225901631550762,27.46027183532715,28.163583243123025,206620800
2015-03-26,27.65167999267578,27.794122512173175,27.286670824207608,27.32228230310634,190291600
2015-03-27,27.43133544921875,27.75405636351956,27.355663614766957,27.72512331470832,158184800
2015-03-30,28.125743865966797,28.132420592756837,27.59826037492282,27.60938938493857,188398800
2015-03-31,27.693965911865234,28.15245262749894,27.678386315646087,28.063425635654404,168362400
2015-04-01,27.653905868530273,27.847539462569245,27.39795388506692,27.780768789300975,162485600
2015-04-02,27.892047882080078,27.945463393763433,27.640548220607812,27.8275033605238,128880400
2015-04-06,28.34385871887207,28.379470193137237,27.671708273578293,27.702867464536038,148776000
2015-04-07,28.045625686645508,28.515239783480414,28.038948958441768,28.40840873612279,140049200
2015-04-08,27.95436668395996,28.132420656323127,27.814150326906724,28.010008338067387,149316800
2015-04-09,28.16802406311035,28.172476345339447,27.745148945945807,28.010002004940247,129936000
2015-04-10,28.288217544555664,28.312700009016844,27.878695771838775,28.032265587583318,160752000
2015-04-13,28.232574462890625,28.615391006220108,28.179158951331196,28.57087496683167,145460400
2015-04-14,28.110166549682617,28.3305070418597,28.02336569827805,28.265962514242442,102098400
2015-04-15,28.216997146606445,28.294895127681393,28.045621588241563,28.134648580062343,115881600
